date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:39:39	1366/1366	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:16%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_C_lMMBJD1jF8Lb4t-73z0zLIGmrUIjBn8oLQ4yu2-LA.F9pmb7LygmrpoeT1fXJA7PaAVf2oWybBXF5F5Eihki4.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_C_lMMBJD1jF8Lb4t-73z0zLIGmrUIjBn8oLQ4yu2-LA.F9pmb7LygmrpoeT1fXJA7PaAVf2oWybBXF5F5Eihki42ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:39	287/287	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:16%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_M3EqtkMzY2VXZ2NYDaMtpuqydcZtOVwPzc4s-713RoE.KNMtBlCBCom77JyoWGB48Q3ueDS7rzZa_7XYX8jrDaA.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_M3EqtkMzY2VXZ2NYDaMtpuqydcZtOVwPzc4s-713RoE.KNMtBlCBCom77JyoWGB48Q3ueDS7rzZa_7XYX8jrDaA2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:39	402/402	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:16%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_aBslj4pRjo2Mfa9bpGonfypZX7vip8qq6TxMpLA7zrQ.EyKYwId2-uqWMJLoO3wwcSveCVxiUwvTphMyKYfEZj4.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_aBslj4pRjo2Mfa9bpGonfypZX7vip8qq6TxMpLA7zrQ.EyKYwId2-uqWMJLoO3wwcSveCVxiUwvTphMyKYfEZj42ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:40	96/96	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:16%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_T9L-umrTsij_ahYGC4lMPKYDekA_3aSaQXOcPGy8mnU.Sk-ip5PYfIjxUJ83DbxAtt7sIYi2qRj5I2X4c7e8Vm0.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_T9L-umrTsij_ahYGC4lMPKYDekA_3aSaQXOcPGy8mnU.Sk-ip5PYfIjxUJ83DbxAtt7sIYi2qRj5I2X4c7e8Vm02ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:40	95/95	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_f-FSNaPTrP2oOQFtOvYzYmkaLNTjVtdiigX0p_xUQR0.kpMc62oK0cmz6PxvM1ud_W8MfI7jbwibsQJBwUKnj6o.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_f-FSNaPTrP2oOQFtOvYzYmkaLNTjVtdiigX0p_xUQR0.kpMc62oK0cmz6PxvM1ud_W8MfI7jbwibsQJBwUKnj6o2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:40	249/249	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_-bRO5lMsX6dFj_4QLNYRn3Glv8Fw-sjQmtuCC3SCdE0.b0Zuw7zuYwqRxAI1V79cTc_023d639V2bQ6KyuEtbY0.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_-bRO5lMsX6dFj_4QLNYRn3Glv8Fw-sjQmtuCC3SCdE0.b0Zuw7zuYwqRxAI1V79cTc_023d639V2bQ6KyuEtbY02ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:40	270/270	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kthmJssD3vqd7Eza4oWjPfCNVacwCRLi2v-oieNlGgU.KZBkzzAnxe-rSrbfNF3hMC36Vi24PspRllNxk4SA9Ww.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kthmJssD3vqd7Eza4oWjPfCNVacwCRLi2v-oieNlGgU.KZBkzzAnxe-rSrbfNF3hMC36Vi24PspRllNxk4SA9Ww2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:41	903/903	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_m_oZWVRbbC4HbOitJcwhEovlJf07D1q3gXxNcR04IzI.kS9BtcfI_NQUuATlpn5KRL-1J-5IkIqyZm3kOT_GO0U.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_m_oZWVRbbC4HbOitJcwhEovlJf07D1q3gXxNcR04IzI.kS9BtcfI_NQUuATlpn5KRL-1J-5IkIqyZm3kOT_GO0U2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:41	557/557	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_YXF4xgOS0zk23OCyVsSDTus82BFUbBkYr_ItOXVj81E.2mNgp1qsab5wdrSlpKLQv707xKZ0u6LnqctpgDVxkVk.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_YXF4xgOS0zk23OCyVsSDTus82BFUbBkYr_ItOXVj81E.2mNgp1qsab5wdrSlpKLQv707xKZ0u6LnqctpgDVxkVk2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:41	255/255	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kMOSxvLIrg4Hy0ZeT-Rnxv9lZTob-7Yn3A8dyVDo1rg.0Qb5zpcCHmzpoF5ZOnDsfklWZn6rg3JsnrG0c7cJ-44.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kMOSxvLIrg4Hy0ZeT-Rnxv9lZTob-7Yn3A8dyVDo1rg.0Qb5zpcCHmzpoF5ZOnDsfklWZn6rg3JsnrG0c7cJ-442ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:41	457/457	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_AMTsGHUOJPFAkMMKM4W6IN1gVpB5oWWwJRMkxKq51pw.dn2Lo08RKmT9K61uqI9at50If8MdNgnYz6TlZW_Y4q4.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_AMTsGHUOJPFAkMMKM4W6IN1gVpB5oWWwJRMkxKq51pw.dn2Lo08RKmT9K61uqI9at50If8MdNgnYz6TlZW_Y4q42ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:42	56/56	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_Z-5TKx9kThxW5rYM3vQRCBc8GEdIN_NvKS9iqhDQafw.RyxC-gT9frmBMijOhY3C3K32AabFm7-q9HkDsnP6XHU.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_Z-5TKx9kThxW5rYM3vQRCBc8GEdIN_NvKS9iqhDQafw.RyxC-gT9frmBMijOhY3C3K32AabFm7-q9HkDsnP6XHU2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:42	7060/7060	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_B_2jVuT6jLLyb7aSeSEqk36PnVz0mEI5zK7uqVBaJLw.smsRBGGy-MttVliRuPwj_TEI4mBHLeiSE32C0BkTq6M.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_B_2jVuT6jLLyb7aSeSEqk36PnVz0mEI5zK7uqVBaJLw.smsRBGGy-MttVliRuPwj_TEI4mBHLeiSE32C0BkTq6M2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:42	18023/18023	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kJqax_RkZBAk2I3Nq_rTD9LHc0oMwWKlanYK42ORIfM.zTSiciBJCN04ULznc2T1MWG59Py-6ONyTHVVm-YCHX4.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kJqax_RkZBAk2I3Nq_rTD9LHc0oMwWKlanYK42ORIfM.zTSiciBJCN04ULznc2T1MWG59Py-6ONyTHVVm-YCHX42ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:42	941/941	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:14%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_uY-6t5QdAL3XAXZDd2MnsDHv7hlVdopgBLmb2Fw8MM0.kPj1f85HT-x6lD3WcW4Y8vS7dkBQHDkUUUbVV177LbU.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_uY-6t5QdAL3XAXZDd2MnsDHv7hlVdopgBLmb2Fw8MM0.kPj1f85HT-x6lD3WcW4Y8vS7dkBQHDkUUUbVV177LbU2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:43	57/57	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_vOD9-5JiqhFy7oiIOzO00o2XLgmR6XH8SUL8LL585Vc.8e6pTB1_nGdHUV4devYGGEmOgZeQXykLw4UdpB-9VYg.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_vOD9-5JiqhFy7oiIOzO00o2XLgmR6XH8SUL8LL585Vc.8e6pTB1_nGdHUV4devYGGEmOgZeQXykLw4UdpB-9VYg2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:43	1415/1415	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_pRtAmt-QZSzGGpqRXrtUrYpzpogrJbbcMzN-mi21-lM.qMGXDVJb_ifgE5vRR5n1azOFYDjb3yv91PoYBYYQI1g.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_pRtAmt-QZSzGGpqRXrtUrYpzpogrJbbcMzN-mi21-lM.qMGXDVJb_ifgE5vRR5n1azOFYDjb3yv91PoYBYYQI1g2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:43	5806/5806	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_tgkq_VuLMXJYNOgsu8AyLWkhhIG_v7p28aCgOJXGWLs.y2vZhYXYpcYLmKm02g2aZqQM3faow8BMtyQOhkzBKjM.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_tgkq_VuLMXJYNOgsu8AyLWkhhIG_v7p28aCgOJXGWLs.y2vZhYXYpcYLmKm02g2aZqQM3faow8BMtyQOhkzBKjM2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:43	2787/2787	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:18%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_XMuw5xlRRyCnRi0CDzL5dN4DXOgRFXi-aQTw_xgXMsw.x8p0gjOoe2ABzUFcxzb_oIVBcA9MUeXSjBK16FYWB0c.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_XMuw5xlRRyCnRi0CDzL5dN4DXOgRFXi-aQTw_xgXMsw.x8p0gjOoe2ABzUFcxzb_oIVBcA9MUeXSjBK16FYWB0c2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:44	265966/265966	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:18%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_9q_fXbKBa5bLOr_md9oU231RGK4VMUl3OuUPy7fhK28.wSYF7HF-DzBZglJ2BZSbk80dg9uuZCHeEl_2RNfqK98.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_9q_fXbKBa5bLOr_md9oU231RGK4VMUl3OuUPy7fhK28.wSYF7HF-DzBZglJ2BZSbk80dg9uuZCHeEl_2RNfqK982ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:44	12285/12285	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:18%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_JrxzGV6yYLZlytJKNd9HrsFdmISL6JO0Kgb2z7Jj9oI.tk3FsCcPvSQHkEye_qeGNah-dX86TGLuZOx0QAjehHs.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_JrxzGV6yYLZlytJKNd9HrsFdmISL6JO0Kgb2z7Jj9oI.tk3FsCcPvSQHkEye_qeGNah-dX86TGLuZOx0QAjehHs2ad8.css	(from https://www.nexusmentalhealth.com/)
17:39:44	6634/6634	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:19%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_-3BhsVSrthb9tc-l941vsthV78tan1tvXMuzUhJPoAA.bdWl3AvEC93MDAyi09RO2CjhADSGdcK4n-e_L56OWQ8.css?t5hzjk	C:/Users/YQ864SU/Downloads/site2/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_-3BhsVSrthb9tc-l941vsthV78tan1tvXMuzUhJPoAA.bdWl3AvEC93MDAyi09RO2CjhADSGdcK4n-e_L56OWQ82ad8.css	(from https://www.nexusmentalhealth.com/)
