date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:34:36	1407/1407	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_LyrrR6JZO8eTCViUPzg899V1r3IBqMYsy9zQoA-d_xo.Awf46AhlxtFml2KQ8H4-E0dZzxzlJb1Ua0P5_ptOC4k.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_LyrrR6JZO8eTCViUPzg899V1r3IBqMYsy9zQoA-d_xo.Awf46AhlxtFml2KQ8H4-E0dZzxzlJb1Ua0P5_ptOC4k.92ad8.del	(from https://www.nexusmentalhealth.com/)
16:34:36	48/48	---M--	302	error ('Found')	text/plain	date:Tue,%2018%20Nov%202025%2011:04:36%20GMT	https://unpkg.com/tabbable/dist/index.umd.js	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/unpkg.com/tabbable/dist/index.umd.57.delayed	(from https://www.nexusmentalhealth.com/)
16:34:36	1175/1175	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_uI2FntcPi0s7LE7aVRLFPdaOjEJ2AvgJxZxn7U_KEpU.uS1FFwOJYeXSeF3bIVSvkMkrHh5opqqW_F79rAx63B0.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_uI2FntcPi0s7LE7aVRLFPdaOjEJ2AvgJxZxn7U_KEpU.uS1FFwOJYeXSeF3bIVSvkMkrHh5opqqW_F79rAx63B0.82ad8.del	(from https://www.nexusmentalhealth.com/)
16:34:36	792/792	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kzULKG5pzGyNLykluQb5oDJTQPcLlJKzZ5imyM6J1h8.b9DwpaiAlb0lsM657D5Lniy-cPNAkk4Cxr45yy473q4.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kzULKG5pzGyNLykluQb5oDJTQPcLlJKzZ5imyM6J1h8.b9DwpaiAlb0lsM657D5Lniy-cPNAkk4Cxr45yy473q4.72ad8.del	(from https://www.nexusmentalhealth.com/)
16:34:37	1756/1756	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_YuXFCqJ6Mh9c2Lz522vxxQKwCuYdi4B4eglcgrxGnjc.xk_yrolxl9EFVCS6-YD3__eEEiB4lkwtBVMLZeTfMbA.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_YuXFCqJ6Mh9c2Lz522vxxQKwCuYdi4B4eglcgrxGnjc.xk_yrolxl9EFVCS6-YD3__eEEiB4lkwtBVMLZeTfMbA.a2ad8.del	(from https://www.nexusmentalhealth.com/)
16:34:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20Nov%202025%2011:04:37%20GMT	http://unpkg.com/focus-trap/dist/focus-trap.umd.js	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/unpkg.com/focus-trap/dist/focus-trap.umd.59.delayed	(from https://www.nexusmentalhealth.com/)
16:34:37	29808/29808	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2022%20Oct%202025%2018:16:31%20GMT	https://unpkg.com/tabbable@6.3.0/dist/index.umd.js	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/unpkg.com/tabbable@6.3.0/dist/index.umd.js	(from https://www.nexusmentalhealth.com/)
16:34:37	484/484	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_QFP1hM7WLcxcgk0ugO8g07Igkb2TVVC-zTOOyNcyODA.l_5ZkiCBh5EcPa_3_oVW7iVMoKNAq5rw47oEzn5A4uM.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_QFP1hM7WLcxcgk0ugO8g07Igkb2TVVC-zTOOyNcyODA.l_5ZkiCBh5EcPa_3_oVW7iVMoKNAq5rw47oEzn5A4uM.b2ad8.del	(from https://www.nexusmentalhealth.com/)
16:34:37	55/55	---M--	302	error ('Found')	text/plain	date:Tue,%2018%20Nov%202025%2011:04:37%20GMT	https://unpkg.com/focus-trap/dist/focus-trap.umd.js	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/unpkg.com/focus-trap/dist/focus-trap.umd.js	(from https://www.nexusmentalhealth.com/)
16:34:37	46858/46858	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Oct%202025%2023:52:46%20GMT	https://unpkg.com/focus-trap@7.6.6/dist/focus-trap.umd.js	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/unpkg.com/focus-trap@7.6.6/dist/focus-trap.umd.js	(from https://www.nexusmentalhealth.com/)
16:34:38	95/95	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_0Ny4cdKqSdUCVJGF2wOpW9zbiddbbZXY8WkM_XJpnL8.x5nsh_uKblK9k6iDq9xx7vDex30jZc5ML0YXij4JCf0.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_0Ny4cdKqSdUCVJGF2wOpW9zbiddbbZXY8WkM_XJpnL8.x5nsh_uKblK9k6iDq9xx7vDex30jZc5ML0YXij4JCf0.c2ad8.del	(from https://www.nexusmentalhealth.com/)
16:34:38	228/228	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:16%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_x_4HIN6y5Q2mTk5Yv7JQVdc-r71A0bNzHEv3Wizcouw.wlKRY8YQBgCfpxiNlZOsb4n8ocpyNihHm1PCxaJ72aQ.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_x_4HIN6y5Q2mTk5Yv7JQVdc-r71A0bNzHEv3Wizcouw.wlKRY8YQBgCfpxiNlZOsb4n8ocpyNihHm1PCxaJ72aQ.d2ad8.del	(from https://www.nexusmentalhealth.com/)
16:34:38	198/198	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2024%20May%202025%2002:08:12%20GMT	https://www.nexusmentalhealth.com/modules/contrib/adobe_launch/js/adobe_launch_dtm_init.js?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/modules/contrib/adobe_launch/js/adobe_launch_dtm_init2ad8.js	(from https://www.nexusmentalhealth.com/)
16:34:38	307/307	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:16%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_UmAqJl0l8Iyu6ze5RyEPgBE6SIIewruIiHw0myxraZk.PZJw_IXbQZH7i6WEC-FHNDBoI3_PTyzLEmC7wWy4oTU.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_UmAqJl0l8Iyu6ze5RyEPgBE6SIIewruIiHw0myxraZk.PZJw_IXbQZH7i6WEC-FHNDBoI3_PTyzLEmC7wWy4oTU.e2ad8.del	(from https://www.nexusmentalhealth.com/)
16:34:38	127/127	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:16%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_9fdY-kLwoAH17IT6ViP47CdYfbBMwZBp0UTWz5W6WdM.8xdGy7dXc6zJNYRxgF4k0vgBhKloby5N-_V1MMOlg8A.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_9fdY-kLwoAH17IT6ViP47CdYfbBMwZBp0UTWz5W6WdM.8xdGy7dXc6zJNYRxgF4k0vgBhKloby5N-_V1MMOlg8A.f2ad8.del	(from https://www.nexusmentalhealth.com/)
16:34:39	1847/1847	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2007%20May%202025%2005:47:19%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/themes/site/themes/custom/theme_nexus/images/logo.svg	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/themes/site/themes/custom/theme_nexus/images/logo.svg	(from https://www.nexusmentalhealth.com/)
16:34:39	1366/1366	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:16%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_C_lMMBJD1jF8Lb4t-73z0zLIGmrUIjBn8oLQ4yu2-LA.F9pmb7LygmrpoeT1fXJA7PaAVf2oWybBXF5F5Eihki4.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_C_lMMBJD1jF8Lb4t-73z0zLIGmrUIjBn8oLQ4yu2-LA.F9pmb7LygmrpoeT1fXJA7PaAVf2oWybBXF5F5Eihki4.102ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:39	287/287	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:16%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_M3EqtkMzY2VXZ2NYDaMtpuqydcZtOVwPzc4s-713RoE.KNMtBlCBCom77JyoWGB48Q3ueDS7rzZa_7XYX8jrDaA.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_M3EqtkMzY2VXZ2NYDaMtpuqydcZtOVwPzc4s-713RoE.KNMtBlCBCom77JyoWGB48Q3ueDS7rzZa_7XYX8jrDaA.112ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:39	402/402	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:16%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_aBslj4pRjo2Mfa9bpGonfypZX7vip8qq6TxMpLA7zrQ.EyKYwId2-uqWMJLoO3wwcSveCVxiUwvTphMyKYfEZj4.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_aBslj4pRjo2Mfa9bpGonfypZX7vip8qq6TxMpLA7zrQ.EyKYwId2-uqWMJLoO3wwcSveCVxiUwvTphMyKYfEZj4.122ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:40	96/96	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:16%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_T9L-umrTsij_ahYGC4lMPKYDekA_3aSaQXOcPGy8mnU.Sk-ip5PYfIjxUJ83DbxAtt7sIYi2qRj5I2X4c7e8Vm0.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_T9L-umrTsij_ahYGC4lMPKYDekA_3aSaQXOcPGy8mnU.Sk-ip5PYfIjxUJ83DbxAtt7sIYi2qRj5I2X4c7e8Vm0.132ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:40	60625/60625	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2007:16:00%20GMT	https://www.nexusmentalhealth.com/trauma-connection	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/trauma-connection.html	(from https://www.nexusmentalhealth.com/)
16:34:40	95/95	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_f-FSNaPTrP2oOQFtOvYzYmkaLNTjVtdiigX0p_xUQR0.kpMc62oK0cmz6PxvM1ud_W8MfI7jbwibsQJBwUKnj6o.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_f-FSNaPTrP2oOQFtOvYzYmkaLNTjVtdiigX0p_xUQR0.kpMc62oK0cmz6PxvM1ud_W8MfI7jbwibsQJBwUKnj6o.142ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:40	249/249	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_-bRO5lMsX6dFj_4QLNYRn3Glv8Fw-sjQmtuCC3SCdE0.b0Zuw7zuYwqRxAI1V79cTc_023d639V2bQ6KyuEtbY0.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_-bRO5lMsX6dFj_4QLNYRn3Glv8Fw-sjQmtuCC3SCdE0.b0Zuw7zuYwqRxAI1V79cTc_023d639V2bQ6KyuEtbY0.152ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:40	270/270	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kthmJssD3vqd7Eza4oWjPfCNVacwCRLi2v-oieNlGgU.KZBkzzAnxe-rSrbfNF3hMC36Vi24PspRllNxk4SA9Ww.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kthmJssD3vqd7Eza4oWjPfCNVacwCRLi2v-oieNlGgU.KZBkzzAnxe-rSrbfNF3hMC36Vi24PspRllNxk4SA9Ww.162ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:41	903/903	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_m_oZWVRbbC4HbOitJcwhEovlJf07D1q3gXxNcR04IzI.kS9BtcfI_NQUuATlpn5KRL-1J-5IkIqyZm3kOT_GO0U.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_m_oZWVRbbC4HbOitJcwhEovlJf07D1q3gXxNcR04IzI.kS9BtcfI_NQUuATlpn5KRL-1J-5IkIqyZm3kOT_GO0U.172ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:41	557/557	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_YXF4xgOS0zk23OCyVsSDTus82BFUbBkYr_ItOXVj81E.2mNgp1qsab5wdrSlpKLQv707xKZ0u6LnqctpgDVxkVk.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_YXF4xgOS0zk23OCyVsSDTus82BFUbBkYr_ItOXVj81E.2mNgp1qsab5wdrSlpKLQv707xKZ0u6LnqctpgDVxkVk.182ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:41	54806/54806	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2007:19:59%20GMT	https://www.nexusmentalhealth.com/seeking-help	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/seeking-help.html	(from https://www.nexusmentalhealth.com/)
16:34:41	255/255	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kMOSxvLIrg4Hy0ZeT-Rnxv9lZTob-7Yn3A8dyVDo1rg.0Qb5zpcCHmzpoF5ZOnDsfklWZn6rg3JsnrG0c7cJ-44.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kMOSxvLIrg4Hy0ZeT-Rnxv9lZTob-7Yn3A8dyVDo1rg.0Qb5zpcCHmzpoF5ZOnDsfklWZn6rg3JsnrG0c7cJ-44.192ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:41	457/457	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:17%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_AMTsGHUOJPFAkMMKM4W6IN1gVpB5oWWwJRMkxKq51pw.dn2Lo08RKmT9K61uqI9at50If8MdNgnYz6TlZW_Y4q4.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_AMTsGHUOJPFAkMMKM4W6IN1gVpB5oWWwJRMkxKq51pw.dn2Lo08RKmT9K61uqI9at50If8MdNgnYz6TlZW_Y4q4.1a2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:42	56/56	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_Z-5TKx9kThxW5rYM3vQRCBc8GEdIN_NvKS9iqhDQafw.RyxC-gT9frmBMijOhY3C3K32AabFm7-q9HkDsnP6XHU.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_Z-5TKx9kThxW5rYM3vQRCBc8GEdIN_NvKS9iqhDQafw.RyxC-gT9frmBMijOhY3C3K32AabFm7-q9HkDsnP6XHU.1b2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:42	7060/7060	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_B_2jVuT6jLLyb7aSeSEqk36PnVz0mEI5zK7uqVBaJLw.smsRBGGy-MttVliRuPwj_TEI4mBHLeiSE32C0BkTq6M.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_B_2jVuT6jLLyb7aSeSEqk36PnVz0mEI5zK7uqVBaJLw.smsRBGGy-MttVliRuPwj_TEI4mBHLeiSE32C0BkTq6M.1c2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:42	18023/18023	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kJqax_RkZBAk2I3Nq_rTD9LHc0oMwWKlanYK42ORIfM.zTSiciBJCN04ULznc2T1MWG59Py-6ONyTHVVm-YCHX4.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_kJqax_RkZBAk2I3Nq_rTD9LHc0oMwWKlanYK42ORIfM.zTSiciBJCN04ULznc2T1MWG59Py-6ONyTHVVm-YCHX4.1d2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:42	50018/50018	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2007:19:52%20GMT	https://www.nexusmentalhealth.com/wellness-ideas	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/wellness-ideas.html	(from https://www.nexusmentalhealth.com/)
16:34:43	941/941	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:14%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_uY-6t5QdAL3XAXZDd2MnsDHv7hlVdopgBLmb2Fw8MM0.kPj1f85HT-x6lD3WcW4Y8vS7dkBQHDkUUUbVV177LbU.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_uY-6t5QdAL3XAXZDd2MnsDHv7hlVdopgBLmb2Fw8MM0.kPj1f85HT-x6lD3WcW4Y8vS7dkBQHDkUUUbVV177LbU.1e2ad8.de	(from https://www.nexusmentalhealth.com/)
16:34:43	57/57	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:34:15%20GMT	https://www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_vOD9-5JiqhFy7oiIOzO00o2XLgmR6XH8SUL8LL585Vc.8e6pTB1_nGdHUV4devYGGEmOgZeQXykLw4UdpB-9VYg.css?t5hzjk	C:/Users/YQ864SU/Downloads/nexusmentalhealth/nexusmentalhealth/www.nexusmentalhealth.com/sites/g/files/qhldwo10806/files/css/optimized/css_vOD9-5JiqhFy7oiIOzO00o2XLgmR6XH8SUL8LL585Vc.8e6pTB1_nGdHUV4devYGGEmOgZeQXykLw4UdpB-9VYg.1f2ad8.de	(from https://www.nexusmentalhealth.com/)
